time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
2.3360,-0.060806,0.102607,0,NaN,NaN
2.3440,-0.063736,0.041583,0,NaN,NaN
2.3520,-0.070085,-0.033209,0,NaN,NaN
2.3600,-0.074481,-0.087629,0,NaN,NaN
2.3680,-0.072527,-0.097366,0,NaN,NaN
2.3760,-0.070085,-0.060547,0,NaN,NaN
2.3840,-0.066667,0.004597,0,NaN,NaN
2.3920,-0.065690,0.091352,0,NaN,NaN
2.4000,-0.062759,0.159154,0,NaN,NaN
2.4080,-0.059829,0.204342,0,NaN,NaN
2.4160,-0.056899,0.212826,1,NaN,NaN
2.4240,-0.060806,0.182359,0,NaN,NaN
2.4320,-0.064713,0.126402,0,NaN,NaN
2.4400,-0.067155,0.065693,0,NaN,NaN
2.4480,-0.067155,0.016410,0,NaN,NaN
2.4560,-0.068620,-0.013140,0,NaN,NaN
2.4640,-0.069109,-0.018898,0,NaN,NaN
2.4720,-0.069109,0.001108,0,NaN,NaN
2.4800,-0.068132,0.044834,0,NaN,NaN
2.4880,-0.064713,0.103385,0,NaN,NaN
2.4960,-0.059829,-0.981331,0,NaN,NaN
2.5040,-0.058852,-0.967172,0,NaN,NaN
2.5120,-0.057387,-0.947835,0,NaN,NaN
2.5200,-0.054457,-0.914919,0,NaN,NaN
2.5280,-0.048596,-0.863356,0,NaN,NaN
2.5360,-0.042247,-0.794691,0,NaN,NaN
2.5440,-0.038828,-0.714451,0,NaN,NaN
2.5520,-0.031502,-0.630437,0,NaN,NaN
2.5600,-0.024664,-0.553100,0,NaN,NaN
2.5680,-0.020269,-0.492738,0,NaN,NaN
2.5760,-0.015873,-0.454658,0,NaN,NaN
2.5840,-0.012943,-0.437101,0,NaN,NaN
2.5920,-0.010501,-0.432099,0,NaN,NaN
2.6000,-0.005128,0.543606,0,NaN,NaN
2.6080,0.008059,0.664464,0,NaN,NaN
2.6160,0.017827,0.788705,0,NaN,NaN
2.6240,0.025153,0.895136,0,NaN,NaN
2.6320,0.029060,0.968110,0,NaN,NaN
2.6400,0.030037,1.000000,1,NaN,NaN
2.6480,0.031502,0.988578,0,NaN,NaN
2.6560,0.029060,0.935219,0,NaN,NaN
2.6640,0.023687,0.846381,0,NaN,NaN
2.6720,0.014896,0.734569,0,NaN,NaN
2.6800,0.007570,0.614772,0,NaN,NaN
2.6880,-0.000244,0.497939,0,NaN,NaN
2.6960,-0.004151,0.386271,0,NaN,NaN
2.7040,-0.007570,0.740769,0,NaN,NaN
2.7120,-0.010012,0.720781,0,NaN,NaN
2.7200,-0.013431,0.693487,0,NaN,NaN
2.7280,-0.020269,0.651676,0,NaN,NaN
2.7360,-0.027595,0.594192,0,NaN,NaN
2.7440,-0.038828,0.526464,0,NaN,NaN
2.7520,-0.048596,0.457894,0,NaN,NaN
2.7600,-0.054945,0.397524,0,NaN,NaN
2.7680,-0.061783,0.351279,0,NaN,NaN
2.7760,-0.066667,0.321945,0,NaN,NaN
2.7840,-0.070085,0.309722,0,NaN,NaN
2.7920,-0.072527,0.312022,0,NaN,NaN
2.8000,-0.072527,0.323106,0,NaN,NaN
2.8080,-0.070574,-0.221861,0,NaN,NaN
2.8160,-0.071062,-0.228516,0,NaN,NaN
2.8240,-0.073016,-0.245169,0,NaN,NaN
2.8320,-0.076923,-0.267520,0,NaN,NaN
2.8400,-0.082784,-0.284979,0,NaN,NaN
2.8480,-0.082295,-0.287579,0,NaN,NaN
2.8560,-0.080342,-0.272352,0,NaN,NaN
2.8640,-0.078388,-0.243634,0,NaN,NaN
2.8720,-0.077411,-0.208879,0,NaN,NaN
2.8800,-0.076435,-0.175429,0,NaN,NaN
2.8880,-0.074481,-0.149612,0,NaN,NaN
2.8960,-0.072527,-0.135108,0,NaN,NaN
2.9040,-0.077411,-0.129403,0,NaN,NaN
2.9120,-0.082295,-0.369131,0,NaN,NaN
2.9200,-0.085226,-0.386178,0,NaN,NaN
2.9280,-0.085714,-0.387988,0,NaN,NaN
2.9360,-0.085714,-0.370418,0,NaN,NaN
2.9440,-0.085714,-0.334191,0,NaN,NaN
2.9520,-0.083272,-0.284543,0,NaN,NaN
2.9600,-0.079853,-0.231595,0,NaN,NaN
2.9680,-0.074969,-0.188378,0,NaN,NaN
2.9760,-0.074969,-0.164830,0,NaN,NaN
2.9840,-0.079365,-0.161742,0,NaN,NaN
2.9920,-0.083761,-0.171146,0,NaN,NaN
3.0000,-0.086203,-0.183469,0,NaN,NaN
3.0080,-0.086203,-0.194435,0,NaN,NaN
3.0160,-0.085714,0.670598,0,NaN,NaN
3.0240,-0.085226,0.734594,0,NaN,NaN
3.0320,-0.082295,0.811340,0,NaN,NaN
3.0400,-0.076923,0.891610,0,NaN,NaN
3.0480,-0.071551,0.960228,0,NaN,NaN
3.0560,-0.070085,1.000000,1,NaN,NaN
3.0640,-0.075458,0.997887,0,NaN,NaN
3.0720,-0.085714,0.949671,0,NaN,NaN
3.0800,-0.102320,0.860970,0,NaN,NaN
3.0880,-0.121368,0.744750,0,NaN,NaN
3.0960,-0.141880,0.616467,0,NaN,NaN
3.1040,-0.163370,0.488234,0,NaN,NaN
3.1120,-0.177045,0.364061,0,NaN,NaN
3.1200,-0.176557,-0.955538,0,NaN,NaN
3.1280,-0.162393,-0.983871,0,NaN,NaN
3.1360,-0.132601,-0.999273,0,NaN,NaN
3.1440,-0.085714,-1.000000,0,NaN,NaN
3.1520,-0.026129,-0.984349,0,NaN,NaN
3.1600,0.056410,-0.951020,0,NaN,NaN
3.1680,0.163370,-0.900139,0,NaN,NaN
3.1760,0.295238,-0.834146,0,NaN,NaN
3.1840,0.437363,-0.757735,0,NaN,NaN
3.1920,0.582906,-0.676854,0,NaN,NaN
3.2000,0.735287,-0.597443,1,NaN,NaN
3.2080,0.901832,-0.523624,1,NaN,NaN
3.2160,1.000000,-0.455204,0,NaN,NaN
3.2240,1.000000,1.000000,1,NaN,NaN
3.2320,0.923810,0.965245,0,NaN,NaN
3.2400,0.742613,0.885524,0,NaN,NaN
3.2480,0.555067,0.777445,0,NaN,NaN
3.2560,0.374359,0.659280,0,NaN,NaN
3.2640,0.200000,0.546353,0,NaN,NaN
3.2720,0.042247,0.449937,0,NaN,NaN
3.2800,-0.088156,0.377814,0,NaN,NaN
3.2880,-0.177045,0.334555,0,NaN,NaN
3.2960,-0.223932,0.321267,0,NaN,NaN
3.3040,-0.234676,0.335364,0,NaN,NaN
3.3120,-0.215140,0.370633,0,NaN,NaN
3.3200,-0.173138,0.417707,0,NaN,NaN
3.3280,-0.122833,-0.056376,0,NaN,NaN
3.3360,-0.080342,-0.010568,0,NaN,NaN
3.3440,-0.052015,0.024751,0,NaN,NaN
3.3520,-0.038828,0.045913,0,NaN,NaN
3.3600,-0.038339,0.052943,0,NaN,NaN
3.3680,-0.049573,0.048598,0,NaN,NaN
3.3760,-0.066667,0.037199,0,NaN,NaN
3.3840,-0.085714,0.023453,0,NaN,NaN
3.3920,-0.101343,0.011384,0,NaN,NaN
3.4000,-0.111111,0.003503,0,NaN,NaN
3.4080,-0.112088,0.000436,0,NaN,NaN
3.4160,-0.109646,0.001206,0,NaN,NaN
3.4240,-0.109158,0.004013,0,NaN,NaN
3.4320,-0.110623,-0.206501,0,NaN,NaN
3.4400,-0.114042,-0.213637,0,NaN,NaN
3.4480,-0.116972,-0.220998,0,NaN,NaN
3.4560,-0.117460,-0.227730,0,NaN,NaN
3.4640,-0.121856,-0.232704,0,NaN,NaN
3.4720,-0.124786,-0.234554,0,NaN,NaN
3.4800,-0.125763,-0.231884,0,NaN,NaN
3.4880,-0.125275,-0.223617,0,NaN,NaN
3.4960,-0.122833,-0.209287,0,NaN,NaN
3.5040,-0.116972,-0.189224,0,NaN,NaN
3.5120,-0.112088,-0.164525,0,NaN,NaN
3.5200,-0.108181,-0.136742,0,NaN,NaN
3.5280,-0.106227,-0.107489,0,NaN,NaN
3.5360,-0.109158,-0.062356,0,NaN,NaN
3.5440,-0.114530,-0.049369,0,NaN,NaN
3.5520,-0.118437,-0.039580,0,NaN,NaN
3.5600,-0.122833,-0.031801,0,NaN,NaN
3.5680,-0.120391,-0.024906,0,NaN,NaN
3.5760,-0.116484,-0.018322,0,NaN,NaN
3.5840,-0.108669,-0.012149,0,NaN,NaN
3.5920,-0.101343,-0.006990,0,NaN,NaN
3.6000,-0.094017,-0.003720,0,NaN,NaN
3.6080,-0.085714,-0.003224,0,NaN,NaN
3.6160,-0.085714,-0.005996,0,NaN,NaN
3.6240,-0.088156,-0.011727,0,NaN,NaN
3.6320,-0.094994,-0.019242,0,NaN,NaN
3.6400,-0.100366,-0.015256,0,NaN,NaN
3.6480,-0.102320,-0.019076,0,NaN,NaN
3.6560,-0.104274,-0.020553,0,NaN,NaN
3.6640,-0.103785,-0.019484,0,NaN,NaN
3.6720,-0.101832,-0.016171,0,NaN,NaN
3.6800,-0.095971,-0.011461,0,NaN,NaN
3.6880,-0.088156,-0.006662,0,NaN,NaN
3.6960,-0.083272,-0.003126,0,NaN,NaN
3.7040,-0.080830,-0.001652,0,NaN,NaN
3.7120,-0.083272,-0.002179,0,NaN,NaN
3.7200,-0.084249,-0.004007,0,NaN,NaN
3.7280,-0.085714,-0.006360,0,NaN,NaN
3.7360,-0.084737,-0.008805,0,NaN,NaN
3.7440,-0.085714,-0.010152,0,NaN,NaN
3.7520,-0.087179,-0.012455,0,NaN,NaN
3.7600,-0.087179,-0.014664,0,NaN,NaN
3.7680,-0.086203,-0.016767,0,NaN,NaN
3.7760,-0.087179,-0.018642,0,NaN,NaN
3.7840,-0.087179,-0.019956,0,NaN,NaN
3.7920,-0.086691,-0.020265,0,NaN,NaN
3.8000,-0.084249,-0.019293,0,NaN,NaN
3.8080,-0.078388,-0.017171,0,NaN,NaN
